author	year	month	affiliation	commit count	lines added	lines removed	date
aw	2004	12	Sun	388	3558	20723	2004-12-1
aw	2005	1	Sun	26	571	297	2005-1-1
aw	2005	2	Sun	21	549	279	2005-2-1
aw	2005	3	Sun	216	15188	2304	2005-3-1
aw	2005	4	Sun	313	15795	13350	2005-4-1
aw	2005	5	Sun	938	21042	18309	2005-5-1
aw	2005	6	Sun	2	347	57	2005-6-1
aw	2005	7	Sun	53	3126	2109	2005-7-1
aw	2005	8	Sun	14	297	184	2005-8-1
aw	2005	9	Sun	165	2509	5924	2005-9-1
aw	2005	10	Sun	81	6116	2208	2005-10-1
aw	2005	11	Sun	26	1767	848	2005-11-1
aw	2006	1	Sun	5	57	35	2006-1-1
aw	2006	2	Sun	148	2096	1965	2006-2-1
aw	2006	3	Sun	102	1055	902	2006-3-1
aw	2006	5	Sun	283	11482	5309	2006-5-1
aw	2006	6	Sun	221	5568	3463	2006-6-1
aw	2006	7	Sun	330	2559	2045	2006-7-1
aw	2006	8	Sun	260	5009	3712	2006-8-1
aw	2006	9	Sun	64	734	763	2006-9-1
aw	2006	10	Sun	488	8535	7604	2006-10-1
aw	2006	11	Sun	339	4484	3169	2006-11-1
aw	2006	12	Sun	184	2909	1594	2006-12-1
aw	2007	1	Sun	209	2846	1894	2007-1-1
aw	2007	2	Sun	37	784	392	2007-2-1
aw	2007	3	Sun	104	1621	2226	2007-3-1
aw	2007	4	Sun	121	2398	1718	2007-4-1
aw	2007	5	Sun	93	2280	1591	2007-5-1
aw	2007	6	Sun	120	4245	4264	2007-6-1
aw	2007	7	Sun	123	1540	1811	2007-7-1
aw	2007	8	Sun	91	2021	1449	2007-8-1
aw	2007	9	Sun	125	3171	2793	2007-9-1
aw	2007	10	Sun	64	4474	3290	2007-10-1
aw	2007	11	Sun	167	5469	5592	2007-11-1
aw	2007	12	Sun	110	3360	2199	2007-12-1
aw	2008	1	Sun	236	3057	12827	2008-1-1
aw	2008	2	Sun	142	2550	2047	2008-2-1
aw	2008	3	Sun	158	1210	1086	2008-3-1
aw	2008	4	Sun	79	2952	2671	2008-4-1
aw	2008	5	Sun	416	2468	6672	2008-5-1
b_michaelsen	2008	4	Sun	8	196	129	2008-4-1
b_michaelsen	2008	5	Sun	40	3909	2503	2008-5-1
babak.mahbod	2000	9	(unknown)	3	35	18	2000-9-1
bc	2000	9	Sun	34	1561	2758	2000-9-1
bc	2000	10	Sun	16	500	451	2000-10-1
bc	2000	11	Sun	43	2481	3145	2000-11-1
bc	2000	12	Sun	76	1785	2182	2000-12-1
bc	2001	1	Sun	14	351	409	2001-1-1
bc	2001	2	Sun	27	473	310	2001-2-1
bc	2001	3	Sun	10	1389	2425	2001-3-1
bc	2001	4	Sun	33	853	1624	2001-4-1
bc	2001	5	Sun	53	1647	1157	2001-5-1
bc	2001	6	Sun	105	2735	2191	2001-6-1
bc	2001	7	Sun	52	1381	1455	2001-7-1
bc	2001	8	Sun	84	1752	1445	2001-8-1
bc	2001	9	Sun	30	380	297	2001-9-1
bc	2001	10	Sun	73	1276	1309	2001-10-1
bc	2001	11	Sun	158	2157	1929	2001-11-1
bc	2001	12	Sun	66	452	401	2001-12-1
bc	2002	1	Sun	43	297	317	2002-1-1
bc	2002	2	Sun	5	32	23	2002-2-1
bc	2002	5	Sun	32	2605	1573	2002-5-1
bc	2002	6	Sun	38	2133	1965	2002-6-1
bc	2002	7	Sun	70	1752	1075	2002-7-1
bc	2002	8	Sun	54	1923	1786	2002-8-1
bc	2002	9	Sun	93	1959	1447	2002-9-1
bc	2002	10	Sun	108	2032	1799	2002-10-1
bc	2002	11	Sun	39	1536	1214	2002-11-1
bc	2002	12	Sun	56	1524	1095	2002-12-1
bc	2003	1	Sun	86	4310	3775	2003-1-1
bc	2003	2	Sun	30	1828	1860	2003-2-1
bc	2003	3	Sun	40	698	604	2003-3-1
bc	2003	4	Sun	23	1209	829	2003-4-1
bc	2003	5	Sun	213	5075	5160	2003-5-1
bc	2003	6	Sun	4	16	14	2003-6-1
bc	2003	8	Sun	8	45	33	2003-8-1
bc	2003	9	Sun	8	840	30	2003-9-1
bc	2003	10	Sun	35	2297	1113	2003-10-1
bc	2003	11	Sun	103	7429	2840	2003-11-1
bc	2003	12	Sun	20	1703	1281	2003-12-1
bc	2004	1	Sun	89	7511	4464	2004-1-1
bc	2004	2	Sun	33	2283	1853	2004-2-1
bc	2004	3	Sun	63	2273	1474	2004-3-1
bc	2004	4	Sun	38	1845	2094	2004-4-1
bc	2004	5	Sun	16	387	290	2004-5-1
bc	2004	6	Sun	16	6096	6410	2004-6-1
bc	2004	7	Sun	12	75	51	2004-7-1
bc	2004	8	Sun	169	17935	4432	2004-8-1
bc	2004	9	Sun	93	1028	788	2004-9-1
bc	2004	10	Sun	65	1405	501	2004-10-1
bc	2004	11	Sun	51	1427	436	2004-11-1
bc	2004	12	Sun	82	2188	6042	2004-12-1
bc	2005	1	Sun	195	3265	2255	2005-1-1
bc	2005	2	Sun	225	8357	14710	2005-2-1
bc	2005	3	Sun	74	918	579	2005-3-1
bc	2005	4	Sun	5	38	27	2005-4-1
bc	2005	5	Sun	13	222	182	2005-5-1
bc	2005	6	Sun	17	96	89	2005-6-1
bc	2005	7	Sun	3	118	115	2005-7-1
bc	2005	8	Sun	43	665	357	2005-8-1
bc	2005	12	Sun	22	297	284	2005-12-1
bc	2006	1	Sun	15	113	67	2006-1-1
bc	2006	2	Sun	1	23	4	2006-2-1
bc	2006	3	Sun	26	355	213	2006-3-1
bc	2006	4	Sun	9	84	88	2006-4-1
bc	2006	6	Sun	55	762	663	2006-6-1
bc	2006	7	Sun	7	35	33	2006-7-1
bc	2006	8	Sun	1	4	4	2006-8-1
bc	2006	9	Sun	17	4133	711	2006-9-1
bc	2006	10	Sun	93	1290	984	2006-10-1
bc	2006	11	Sun	17	1395	624	2006-11-1
bc	2006	12	Sun	35	2311	1273	2006-12-1
bc	2007	1	Sun	38	1836	840	2007-1-1
bc	2007	2	Sun	26	339	202	2007-2-1
bc	2007	6	Sun	13	130	38	2007-6-1
bc	2007	12	Sun	1	3	3	2007-12-1
bc	2008	1	Sun	15	130	88	2008-1-1
bei	2000	10	Sun	1	7	2	2000-10-1
bei	2000	11	Sun	1	32	16	2000-11-1
bei	2000	12	Sun	2	46	2	2000-12-1
bei	2001	2	Sun	2	6	6	2001-2-1
bei	2001	6	Sun	1	3	3	2001-6-1
bei	2001	7	Sun	9	143	8	2001-7-1
bei	2001	8	Sun	2	14	4	2001-8-1
bei	2001	9	Sun	2	11	7	2001-9-1
bei	2001	10	Sun	6	25	11	2001-10-1
bei	2002	4	Sun	5	20	95	2002-4-1
bei	2002	6	Sun	1	3	0	2002-6-1
bei	2002	7	Sun	2	71	7	2002-7-1
bei	2002	8	Sun	1	1	1	2002-8-1
bei	2003	7	Sun	6	232	191	2003-7-1
bei	2004	3	Sun	12	179	154	2004-3-1
bei	2004	7	Sun	1	5	2	2004-7-1
bei	2004	11	Sun	3	23	9	2004-11-1
bei	2006	6	Sun	4	415	23	2006-6-1
bei	2006	8	Sun	1	35	2	2006-8-1
bei	2007	2	Sun	2	89	16	2007-2-1
bei	2008	2	Sun	2	231	6	2008-2-1
bei	2008	5	Sun	5	46	19	2008-5-1
beppec56	2006	5	unaffiliated	42	2437	1025	2006-5-1
beppec56	2006	6	unaffiliated	40	1361	1277	2006-6-1
beppec56	2006	7	unaffiliated	30	518	444	2006-7-1
beppec56	2007	8	unaffiliated	81	2426	968	2007-8-1
beppec56	2007	9	unaffiliated	46	3841	832	2007-9-1
beppec56	2007	10	unaffiliated	11	3932	251	2007-10-1
beppec56	2007	11	unaffiliated	27	1179	523	2007-11-1
beppec56	2007	12	unaffiliated	32	5992	109	2007-12-1
beppec56	2008	1	unaffiliated	1	15	1	2008-1-1
beppec56	2008	2	unaffiliated	16	173	98	2008-2-1
bjia	2003	4	(unknown)	53	6658	303	2003-4-1
bjia	2003	5	(unknown)	10	497	347	2003-5-1
bm	2000	9	Sun	85	563	477	2000-9-1
bm	2000	10	Sun	86	1959	1436	2000-10-1
bm	2000	11	Sun	131	2112	2107	2000-11-1
bm	2000	12	Sun	95	1544	817	2000-12-1
bm	2001	1	Sun	71	1689	1057	2001-1-1
bm	2001	2	Sun	89	3511	3513	2001-2-1
bm	2001	3	Sun	132	2696	2276	2001-3-1
bm	2001	4	Sun	41	520	566	2001-4-1
bm	2001	5	Sun	142	2449	1277	2001-5-1
bm	2001	6	Sun	110	3290	2904	2001-6-1
bm	2001	7	Sun	36	512	549	2001-7-1
bm	2001	8	Sun	70	1023	513	2001-8-1
bm	2001	9	Sun	58	1342	716	2001-9-1
bm	2001	10	Sun	46	913	298	2001-10-1
bm	2001	11	Sun	38	460	243	2001-11-1
bm	2001	12	Sun	21	637	387	2001-12-1
bm	2002	1	Sun	79	1346	1021	2002-1-1
bm	2002	2	Sun	30	1038	222	2002-2-1
bm	2002	3	Sun	36	722	361	2002-3-1
bm	2002	4	Sun	132	3744	1111	2002-4-1
bm	2002	5	Sun	66	1397	1013	2002-5-1
bm	2002	6	Sun	44	908	570	2002-6-1
bm	2002	7	Sun	77	1650	1846	2002-7-1
bm	2002	8	Sun	46	1021	712	2002-8-1
bm	2002	9	Sun	46	1435	1047	2002-9-1
bm	2002	10	Sun	23	252	210	2002-10-1
bm	2002	11	Sun	127	1713	976	2002-11-1
bm	2002	12	Sun	35	695	416	2002-12-1
bm	2003	1	Sun	25	213	150	2003-1-1
bm	2003	2	Sun	24	115	75	2003-2-1
bm	2003	3	Sun	6	196	38	2003-3-1
bm	2003	4	Sun	32	594	592	2003-4-1
bm	2003	5	Sun	7	89	52	2003-5-1
bm	2003	6	Sun	2	5477	5473	2003-6-1
bm	2003	7	Sun	2	71	4	2003-7-1
bm	2003	9	Sun	4	53	32	2003-9-1
bm	2003	10	Sun	195	4051	2213	2003-10-1
bm	2003	11	Sun	229	5848	2500	2003-11-1
bm	2003	12	Sun	242	5558	2361	2003-12-1
bm	2004	1	Sun	471	7062	3864	2004-1-1
bm	2004	2	Sun	431	14170	4250	2004-2-1
bm	2004	3	Sun	246	8291	2755	2004-3-1
bm	2004	4	Sun	159	4552	2023	2004-4-1
bm	2004	5	Sun	165	5253	1875	2004-5-1
bm	2004	6	Sun	192	4888	3428	2004-6-1
bm	2004	7	Sun	36	587	202	2004-7-1
bm	2004	8	Sun	109	4845	2056	2004-8-1
bm	2004	9	Sun	254	4550	2957	2004-9-1
bm	2004	10	Sun	36	405	631	2004-10-1
bm	2004	11	Sun	60	1003	451	2004-11-1
bm	2004	12	Sun	26	875	591	2004-12-1
bm	2005	1	Sun	29	732	526	2005-1-1
bm	2005	2	Sun	68	634	617	2005-2-1
bm	2005	3	Sun	92	1460	560	2005-3-1
bm	2005	4	Sun	73	3960	1613	2005-4-1
bm	2005	5	Sun	341	10885	1938	2005-5-1
bm	2005	6	Sun	98	6025	2779	2005-6-1
bm	2005	7	Sun	292	6065	3061	2005-7-1
bm	2005	8	Sun	273	8909	3415	2005-8-1
bm	2005	9	Sun	38	612	321	2005-9-1
bm	2005	10	Sun	408	10005	15940	2005-10-1
bm	2005	11	Sun	346	9033	2933	2005-11-1
bm	2005	12	Sun	67	1987	949	2005-12-1
bm	2006	1	Sun	103	2085	587	2006-1-1
bm	2006	2	Sun	88	3447	2181	2006-2-1
bm	2006	3	Sun	60	2264	394	2006-3-1
bm	2006	4	Sun	66	1458	493	2006-4-1
bm	2006	5	Sun	31	656	238	2006-5-1
bm	2006	6	Sun	32	1252	207	2006-6-1
bm	2006	7	Sun	63	3264	1398	2006-7-1
bm	2006	8	Sun	85	2056	875	2006-8-1
bm	2006	9	Sun	23	444	103	2006-9-1
bm	2006	10	Sun	97	1325	688	2006-10-1
bm	2006	11	Sun	63	1008	528	2006-11-1
bm	2006	12	Sun	66	1743	1112	2006-12-1
bm	2007	1	Sun	19	193	89	2007-1-1
bm	2007	2	Sun	83	1516	691	2007-2-1
bm	2007	3	Sun	130	4649	2453	2007-3-1
bm	2007	4	Sun	80	1110	760	2007-4-1
bm	2007	5	Sun	60	13690	13773	2007-5-1
bm	2007	6	Sun	113	2305	1087	2007-6-1
bm	2007	7	Sun	244	1981	1935	2007-7-1
bm	2007	8	Sun	95	1360	614	2007-8-1
bm	2007	9	Sun	26	372	206	2007-9-1
bm	2007	10	Sun	133	4494	1310	2007-10-1
bm	2007	11	Sun	2	30	10	2007-11-1
bm	2007	12	Sun	111	3138	1207	2007-12-1
bm	2008	1	Sun	80	1193	475	2008-1-1
bm	2008	2	Sun	137	5365	1919	2008-2-1
bm	2008	5	Sun	1	10	2	2008-5-1
bmahbod	2000	10	unaffiliated	13	140	66	2000-10-1
bmahbod	2000	11	unaffiliated	33	2066	859	2000-11-1
bmahbod	2000	12	unaffiliated	34	2392	1210	2000-12-1
bmahbod	2001	1	unaffiliated	26	3111	2004	2001-1-1
bmahbod	2001	2	unaffiliated	21	1129	2411	2001-2-1
bmahbod	2001	3	unaffiliated	31	741	1111	2001-3-1
bmahbod	2001	4	unaffiliated	7	733	104	2001-4-1
bmahbod	2001	5	unaffiliated	47	6998	1822	2001-5-1
bmahbod	2001	6	unaffiliated	45	10098	3702	2001-6-1
bmahbod	2001	7	unaffiliated	83	16549	14367	2001-7-1
bnolte	2001	8	unaffiliated	7	111	4350	2001-8-1
bnolte	2001	9	unaffiliated	1	1	4	2001-9-1
bnolte	2001	10	unaffiliated	10	446	307	2001-10-1
bnolte	2001	11	unaffiliated	50	1326	766	2001-11-1
bnolte	2001	12	unaffiliated	42	4644	4170	2001-12-1
bnolte	2002	1	unaffiliated	3	9	23	2002-1-1
bnolte	2002	3	unaffiliated	4	55	24	2002-3-1
bnolte	2002	7	unaffiliated	16	304	221	2002-7-1
bnolte	2002	8	unaffiliated	1	2	1	2002-8-1
bnolte	2002	9	unaffiliated	8	157	57	2002-9-1
bnolte	2002	10	unaffiliated	61	1676	1186	2002-10-1
bustamam	2000	11	unaffiliated	1	6	3	2000-11-1
bustamam	2000	12	unaffiliated	2	4	3	2000-12-1
bustamam	2001	1	unaffiliated	1	2	0	2001-1-1
bustamam	2001	2	unaffiliated	4	67	20	2001-2-1
bustamam	2001	3	unaffiliated	1	76	3	2001-3-1
bustamam	2001	4	unaffiliated	5	39	15	2001-4-1
bustamam	2001	5	unaffiliated	2	48	17	2001-5-1
bustamam	2001	6	unaffiliated	1	47	2	2001-6-1
bustamam	2001	7	unaffiliated	1	9	2	2001-7-1
bustamam	2001	8	unaffiliated	12	176	28	2001-8-1
bustamam	2001	9	unaffiliated	25	1199	226	2001-9-1
bustamam	2001	10	unaffiliated	111	357	27	2001-10-1
bustamam	2001	12	unaffiliated	49	1755	324	2001-12-1
bustamam	2002	1	unaffiliated	53	552	247	2002-1-1
bustamam	2002	3	unaffiliated	138	1872	1920	2002-3-1
bustamam	2002	4	unaffiliated	10	219	205	2002-4-1
bustamam	2002	6	unaffiliated	6	220	214	2002-6-1
bustamam	2002	8	unaffiliated	3	106	20	2002-8-1
bustamam	2002	9	unaffiliated	2	69	42	2002-9-1
cd	2000	10	Sun	30	698	251	2000-10-1
cd	2000	11	Sun	36	801	289	2000-11-1
cd	2001	1	Sun	2	140	86	2001-1-1
cd	2001	3	Sun	2	22	17	2001-3-1
cd	2001	4	Sun	20	327	140	2001-4-1
cd	2001	5	Sun	60	1877	1140	2001-5-1
cd	2001	6	Sun	58	1109	597	2001-6-1
cd	2001	7	Sun	83	2509	1344	2001-7-1
cd	2001	8	Sun	84	2250	1983	2001-8-1
cd	2001	9	Sun	11	111	47	2001-9-1
cd	2001	10	Sun	45	2266	783	2001-10-1
cd	2001	11	Sun	45	843	377	2001-11-1
cd	2001	12	Sun	34	769	413	2001-12-1
cd	2002	1	Sun	1	3	2	2002-1-1
cd	2002	2	Sun	27	1207	1001	2002-2-1
cd	2002	3	Sun	19	788	348	2002-3-1
cd	2002	4	Sun	80	1586	623	2002-4-1
cd	2002	5	Sun	37	642	350	2002-5-1
cd	2002	6	Sun	11	141	96	2002-6-1
cd	2002	7	Sun	67	1496	796	2002-7-1
cd	2002	8	Sun	76	1848	1267	2002-8-1
cd	2002	9	Sun	50	1693	784	2002-9-1
cd	2002	10	Sun	81	1821	405	2002-10-1
cd	2002	11	Sun	58	1335	1377	2002-11-1
cd	2002	12	Sun	51	915	278	2002-12-1
cd	2003	1	Sun	33	530	299	2003-1-1
cd	2003	2	Sun	56	1552	375	2003-2-1
cd	2003	3	Sun	80	2597	2389	2003-3-1
cd	2003	4	Sun	23	685	124	2003-4-1
cd	2003	5	Sun	17	469	156	2003-5-1
cd	2003	6	Sun	15	160	67	2003-6-1
cd	2003	7	Sun	5	86	57	2003-7-1
cd	2003	8	Sun	55	2568	282	2003-8-1
cd	2003	9	Sun	34	5096	96	2003-9-1
cd	2003	10	Sun	176	6439	1530	2003-10-1
cd	2003	11	Sun	104	3902	825	2003-11-1
cd	2003	12	Sun	71	2045	1083	2003-12-1
cd	2004	1	Sun	283	69525	3672	2004-1-1
cd	2004	2	Sun	140	38313	40848	2004-2-1
cd	2004	3	Sun	76	4826	507	2004-3-1
cd	2004	4	Sun	283	15750	5420	2004-4-1
cd	2004	5	Sun	161	9796	2503	2004-5-1
cd	2004	6	Sun	437	17839	3471	2004-6-1
cd	2004	7	Sun	158	3867	1801	2004-7-1
cd	2004	8	Sun	204	8390	2170	2004-8-1
cd	2004	9	Sun	56	2866	479	2004-9-1
cd	2004	10	Sun	274	6731	13491	2004-10-1
cd	2004	11	Sun	142	5907	3807	2004-11-1
cd	2004	12	Sun	1	15	3	2004-12-1
cd	2005	1	Sun	165	3605	2571	2005-1-1
cd	2005	2	Sun	429	10752	2978	2005-2-1
cd	2005	3	Sun	113	4406	759	2005-3-1
cd	2005	4	Sun	12	1030	193	2005-4-1
cd	2005	5	Sun	55	1282	386	2005-5-1
cd	2005	6	Sun	17	334	102	2005-6-1
cd	2005	7	Sun	10	163	137	2005-7-1
cd	2005	8	Sun	109	2706	669	2005-8-1
cd	2005	9	Sun	46	936	257	2005-9-1
cd	2005	10	Sun	190	1541	1302	2005-10-1
cd	2005	11	Sun	415	4676	4367	2005-11-1
cd	2005	12	Sun	2	17	8	2005-12-1
cd	2006	1	Sun	29	742	165	2006-1-1
cd	2006	2	Sun	73	1591	1476	2006-2-1
cd	2006	3	Sun	98	2567	1656	2006-3-1
cd	2006	4	Sun	79	3644	890	2006-4-1
cd	2006	5	Sun	51	4377	458	2006-5-1
cd	2006	6	Sun	12	52	51	2006-6-1
cd	2006	7	Sun	19	351	163	2006-7-1
cd	2006	8	Sun	4	66	63	2006-8-1
cd	2006	9	Sun	9	710	74	2006-9-1
cd	2006	10	Sun	30	1218	376	2006-10-1
cd	2006	11	Sun	56	2910	844	2006-11-1
cd	2006	12	Sun	1	7	7	2006-12-1
cd	2007	1	Sun	37	853	177	2007-1-1
cd	2007	2	Sun	7	219	29	2007-2-1
cd	2007	3	Sun	42	596	357	2007-3-1
cd	2007	4	Sun	25	326	173	2007-4-1
cd	2007	5	Sun	2	29	13	2007-5-1
cd	2007	6	Sun	117	4105	1250	2007-6-1
cd	2007	7	Sun	36	711	344	2007-7-1
cd	2007	8	Sun	21	831	197	2007-8-1
cd	2007	9	Sun	22	907	520	2007-9-1
cd	2007	10	Sun	39	1535	471	2007-10-1
cd	2007	11	Sun	55	1385	299	2007-11-1
cd	2007	12	Sun	35	659	275	2007-12-1
cd	2008	1	Sun	11	295	62	2008-1-1
cd	2008	2	Sun	15	551	238	2008-2-1
cd	2008	3	Sun	17	89	251	2008-3-1
cd	2008	4	Sun	4	206	173	2008-4-1
cd	2008	5	Sun	3	33	15	2008-5-1
cdt	2000	10	(unknown)	3	32	17	2000-10-1
cdt	2000	11	(unknown)	5	751	30	2000-11-1
cdt	2000	12	(unknown)	1	11	592	2000-12-1
cdt	2001	2	(unknown)	3	191	186	2001-2-1
cdt	2001	3	(unknown)	1	20	6	2001-3-1
cdt	2002	2	(unknown)	2	2	3	2002-2-1
cdt	2002	4	(unknown)	4	39	41	2002-4-1
cdt	2002	5	(unknown)	4	16	12	2002-5-1
cdt	2002	9	(unknown)	25	335	379	2002-9-1
cdt	2002	10	(unknown)	187	2216	4236	2002-10-1
cdt	2002	11	(unknown)	21	318	486	2002-11-1
ch2000liuy	2008	5	Redflag	11	136	48	2008-5-1
cl	2000	9	Sun	40	372	234	2000-9-1
cl	2000	10	Sun	72	1124	909	2000-10-1
cl	2000	11	Sun	275	4710	2432	2000-11-1
cl	2000	12	Sun	207	4781	3626	2000-12-1
cl	2001	1	Sun	221	5636	3416	2001-1-1
cl	2001	2	Sun	193	5716	4341	2001-2-1
cl	2001	3	Sun	322	7717	5640	2001-3-1
cl	2001	4	Sun	94	3783	978	2001-4-1
cl	2001	5	Sun	153	2590	1023	2001-5-1
cl	2001	6	Sun	115	1479	663	2001-6-1
cl	2001	7	Sun	69	1714	861	2001-7-1
cl	2001	8	Sun	120	3320	1471	2001-8-1
cl	2001	9	Sun	17	770	131	2001-9-1
cl	2001	10	Sun	75	1241	745	2001-10-1
cl	2001	11	Sun	79	1206	545	2001-11-1
cl	2001	12	Sun	61	1583	1220	2001-12-1
cl	2002	1	Sun	56	1198	385	2002-1-1
cl	2002	2	Sun	118	3884	1158	2002-2-1
cl	2002	3	Sun	53	2940	2512	2002-3-1
cl	2002	4	Sun	125	2312	1544	2002-4-1
cl	2002	5	Sun	120	3273	1224	2002-5-1
cl	2002	6	Sun	105	2258	677	2002-6-1
cl	2002	7	Sun	105	3001	2049	2002-7-1
cl	2002	8	Sun	22	247	222	2002-8-1
cl	2002	9	Sun	106	1357	716	2002-9-1
cl	2002	10	Sun	112	2656	1256	2002-10-1
cl	2002	11	Sun	126	2326	954	2002-11-1
cl	2002	12	Sun	56	926	273	2002-12-1
cl	2003	1	Sun	93	1435	565	2003-1-1
cl	2003	2	Sun	101	2881	1334	2003-2-1
cl	2003	3	Sun	175	12624	2067	2003-3-1
cl	2003	4	Sun	42	437	590	2003-4-1
cl	2003	5	Sun	48	1337	1290	2003-5-1
cl	2003	6	Sun	22	236	171	2003-6-1
cl	2003	7	Sun	1	12	2	2003-7-1
cl	2003	8	Sun	3	19	28	2003-8-1
cl	2003	9	Sun	52	1848	943	2003-9-1
cl	2003	10	Sun	55	1482	445	2003-10-1
cl	2003	11	Sun	137	8772	4502	2003-11-1
cl	2003	12	Sun	1	1	0	2003-12-1
cl	2004	1	Sun	196	8855	942	2004-1-1
cl	2004	2	Sun	58	1073	718	2004-2-1
cl	2004	3	Sun	197	6786	2061	2004-3-1
cl	2004	4	Sun	85	7052	1130	2004-4-1
cl	2004	5	Sun	94	8752	1659	2004-5-1
cl	2004	6	Sun	84	3926	937	2004-6-1
cl	2004	7	Sun	112	12457	33970	2004-7-1
cl	2004	8	Sun	295	10303	13549	2004-8-1
cl	2004	9	Sun	361	20954	12682	2004-9-1
cl	2004	10	Sun	135	2749	1098	2004-10-1
cl	2004	11	Sun	41	726	288	2004-11-1
cl	2004	12	Sun	47	825	510	2004-12-1
cl	2005	1	Sun	95	2292	1349	2005-1-1
cl	2005	2	Sun	68	3149	1787	2005-2-1
cl	2005	3	Sun	105	3791	1885	2005-3-1
cl	2005	4	Sun	38	782	447	2005-4-1
cl	2005	5	Sun	35	980	276	2005-5-1
cl	2005	6	Sun	52	1489	503	2005-6-1
cl	2005	7	Sun	52	3274	898	2005-7-1
cl	2005	8	Sun	71	2057	946	2005-8-1
cl	2005	9	Sun	36	904	489	2005-9-1
cl	2005	10	Sun	224	3332	2358	2005-10-1
cl	2005	11	Sun	320	6036	6404	2005-11-1
cl	2005	12	Sun	79	2249	1823	2005-12-1
cl	2006	1	Sun	42	659	736	2006-1-1
cl	2006	2	Sun	98	4480	2364	2006-2-1
cl	2006	3	Sun	74	1916	2294	2006-3-1
cl	2006	4	Sun	285	2676	3608	2006-4-1
cl	2006	5	Sun	23	928	598	2006-5-1
cl	2006	6	Sun	34	462	367	2006-6-1
cl	2006	7	Sun	116	2201	1594	2006-7-1
cl	2006	8	Sun	333	4949	3702	2006-8-1
cl	2006	9	Sun	60	4151	404	2006-9-1
cl	2006	10	Sun	44	1513	1069	2006-10-1
cl	2006	11	Sun	614	13580	16076	2006-11-1
cl	2006	12	Sun	76	2683	1149	2006-12-1
cl	2007	1	Sun	186	13612	1190	2007-1-1
cl	2007	2	Sun	19	1247	733	2007-2-1
cl	2007	3	Sun	158	22728	12692	2007-3-1
cl	2007	4	Sun	48	1971	497	2007-4-1
cl	2007	5	Sun	177	7677	1503	2007-5-1
cl	2007	6	Sun	81	2202	964	2007-6-1
cl	2007	7	Sun	531	11580	4627	2007-7-1
cl	2007	8	Sun	67	2357	857	2007-8-1
cl	2007	9	Sun	9	161	46	2007-9-1
cl	2007	10	Sun	282	5805	1721	2007-10-1
cl	2007	11	Sun	117	4658	3793	2007-11-1
cl	2007	12	Sun	155	6343	2685	2007-12-1
cl	2008	1	Sun	278	10133	4398	2008-1-1
cl	2008	2	Sun	2402	184510	30743	2008-2-1
cl	2008	3	Sun	186	3792	1781	2008-3-1
cl	2008	4	Sun	124	1522	1306	2008-4-1
cl	2008	5	Sun	73	1120	1067	2008-5-1
cloph	2005	5	unaffiliated	1	16	4	2005-5-1
cloph	2005	12	unaffiliated	6	100	6	2005-12-1
cloph	2006	1	unaffiliated	6	94	73	2006-1-1
cloph	2006	4	unaffiliated	5	208	8	2006-4-1
cloph	2006	8	unaffiliated	1	3	3	2006-8-1
cloph	2006	10	unaffiliated	1	22	5	2006-10-1
cloph	2006	11	unaffiliated	13	2290	1218	2006-11-1
cloph	2006	12	unaffiliated	9	2116	1087	2006-12-1
cloph	2007	1	unaffiliated	1	5	5	2007-1-1
cloph	2007	4	unaffiliated	3	13	13	2007-4-1
cloph	2007	7	unaffiliated	1	2	2	2007-7-1
cloph	2007	8	unaffiliated	5	16	16	2007-8-1
cloph	2007	9	unaffiliated	5	75	48	2007-9-1
cloph	2007	10	unaffiliated	1	9	6	2007-10-1
cloph	2008	1	unaffiliated	1	54	31	2008-1-1
cmc	2000	10	RedHat	13	386	131	2000-10-1
cmc	2000	11	RedHat	9	226	27	2000-11-1
cmc	2000	12	RedHat	15	1207	910	2000-12-1
cmc	2001	1	RedHat	26	1689	279	2001-1-1
cmc	2001	2	RedHat	64	1911	696	2001-2-1
cmc	2001	3	RedHat	23	1196	708	2001-3-1
cmc	2001	4	RedHat	44	1145	406	2001-4-1
cmc	2001	5	RedHat	21	595	315	2001-5-1
cmc	2001	6	RedHat	41	2344	2043	2001-6-1
cmc	2001	7	RedHat	34	712	520	2001-7-1
cmc	2001	8	RedHat	33	990	348	2001-8-1
cmc	2001	9	RedHat	34	2173	1829	2001-9-1
cmc	2001	10	RedHat	44	1341	1398	2001-10-1
cmc	2001	11	RedHat	40	884	610	2001-11-1
cmc	2001	12	RedHat	21	567	289	2001-12-1
cmc	2002	1	RedHat	76	4622	4470	2002-1-1
cmc	2002	2	RedHat	51	2006	1213	2002-2-1
cmc	2002	3	RedHat	73	1750	916	2002-3-1
cmc	2002	4	RedHat	100	1637	1485	2002-4-1
cmc	2002	5	RedHat	126	3328	2401	2002-5-1
cmc	2002	6	RedHat	109	4582	3350	2002-6-1
cmc	2002	7	RedHat	139	3849	2714	2002-7-1
cmc	2002	8	RedHat	105	4649	4156	2002-8-1
cmc	2002	9	RedHat	47	1032	568	2002-9-1
cmc	2002	10	RedHat	64	1478	973	2002-10-1
cmc	2002	11	RedHat	110	3357	2684	2002-11-1
cmc	2002	12	RedHat	64	1057	1728	2002-12-1
cmc	2003	1	RedHat	56	859	1242	2003-1-1
cmc	2003	2	RedHat	64	3455	3391	2003-2-1
